clustername,bootstrap,leafname,branchPath,medianOfDistances,sequencesperCluster
0,0,VNM/OUCRU-NHTD871/2022,18.0,0,1
0,0,USA/NC-CDC-STM-VJQKVT58D/2022,14.0,0,1
0,0,USA/CT-Broad-CRSP_NOUT5XH7QYGER5J5/2022,14.0,0,1
0,0,BGD/Laila_1045/2022,17.0,0,1
0,0,USA/SC-CDC-QDX35528474/2022,37.0,0,1
0,0,USA/V04692/2022,31.0,0,1
0,0,USA/KS-CDC-LC0833879/2022,34.0,0,1
0,0,USA/OH-CDC-QDX37596802/2022,21.0,0,1
0,0,USA/GA-CDC-QDX36260864/2022,21.0,0,1
0,0,Chile/CL-RM-UW22011148287/2022,34.0,0,1
0,0,BRA/LACENAL-270227082/2022,13.0,0,1
0,0,USA/KS-CDC-ASC210849282/2022,20.0,0,1
0,0,USA/V02360/2022,36.0,0,1
0,0,USA/VI-CDC-2-6241762/2022,32.0,0,1
0,0,USA/ND-CDC-2-6241872/2022,32.0,0,1
0,0,USA/IL-CDC-QDX38635388/2022,26.0,0,1
0,0,LAO/LOMWRU-0354/2022,32.0,0,1
0,0,COL/LIME_21695/2022,25.0,0,1
0,0,USA/KS-CDC-LC0568448/2022,17.0,0,1
0,0,USA/IL-CDC-ASC210756962/2022,16.0,0,1
0,0,BRA/LACENAL-270226524/2022,23.0,0,1
0,0,THA/CONI-3102/2022,17.0,0,1
0,0,OX155442,32.0,0,1
0,0,Japan/PG-272974/2022,34.0,0,1
0,0,USA/IN-CDC-STM-TNJZPERKD/2022,33.0,0,1
0,0,ZAF/NHLS-UCT-GP-O913/2022,24.0,0,1
0,0,USA/MP-CDC-2-6215028/2022,36.0,0,1
0,0,USA/NM-CDC-QDX35135658/2022,35.0,0,1
0,0,OX258826,32.0,0,1
0,0,MWI/MLW001213/2022,32.0,0,1
0,0,PRI/PR-UPRRP-5354/2022,35.0,0,1
0,0,USA/AZ-CDC-MMB14154800/2022,33.0,0,1
0,0,Brazil/BR-MG-UW22011029043/2022,31.0,0,1
0,0,USA/RI-CDC-ASC210738691/2022,17.0,0,1
0,0,MWI/MLW001212/2022,33.0,0,1
0,0,USA/PR-CDC-ASC210638495/2021,33.0,0,1
0,0,MMR/DSMRC-093/2022,16.0,0,1
0,0,USA/SD-CDC-2-5877284/2022,18.0,0,1
0,0,RUS/Otradnoe/2022,38.0,0,1
0,0,KEN/SS8376/2022,18.0,0,1
0,0,USA/WA-S19853/2022,20.0,0,1
0,0,CHN/NJ_02/2022,14.0,0,1
0,0,VNM/OUCRU-NHTD3108/2022,23.0,0,1
0,0,Japan/PG-247741/2022,18.0,0,1
0,0,BRA/LACENAL-270227110/2022,17.0,0,1
0,0,USA/AL-CDC-LC0558735/2022,38.0,0,1
0,0,USA/GU-CDC-2-5776896/2022,35.0,0,1
0,0,USA/VI-CDC-2-5642151/2022,36.0,0,1
0,0,SouthAfrica/NHLS-UCT-GP-O042/2022,21.0,0,1
0,0,BRA/CEC-1001-059/2022,36.0,0,1
0,0,OX015525,17.0,0,1
0,0,LAO/LOMWRU-0095/2022,18.0,0,1
0,0,THA/CONI-2549/2022,16.0,0,1
0,0,USA/WA-CDC-UW21123088254/2021,31.0,0,1
0,0,Switzerland/GE-HUG-38353277/2022,29.0,0,1
0,0,Switzerland/VS-ICH-2220805319/2022,37.0,0,1
0,0,BGD/Laila_990/2022,20.0,0,1
0,0,USA/GA-CDC-MMB13505777/2022,33.0,0,1
0,0,LAO/LOMWRU-0197/2022,22.0,0,1
0,0,NLD/EMC-Omicron-1/2021,31.0,0,1
0,0,OW813634,16.0,0,1
0,0,Brazil/BR-RJ-UW22011729032/2022,35.0,0,1
0,0,MWI/MLW000855/2021,33.0,0,1
0,0,IRL/69-XY-301459/2022,17.0,0,1
0,0,USA/NY-CDC-LC0820054/2022,35.0,0,1
0,0,USA/MN-MDH-25496/2022,27.0,0,1
0,0,USA/NE-CDC-LC0832239/2022,33.0,0,1
0,0,USA/WI-CDC-LC0731818/2022,29.0,0,1
0,0,ZAF/NHLS-UCT-GS-BK73/2022,25.0,0,1
0,0,Brazil/BR-SP-UW22010692718/2022,32.0,0,1
0,0,England/MILK-37B9DE1/2022,18.0,0,1
0,0,BRA/LACENAL-270226523/2022,18.0,0,1
0,0,HongKong/HKU-220804-006/2022,22.0,0,1
0,0,USA/VT-CDCBI-CRSP_NEZDR2ANXVLRBICJ/2022,18.0,0,1
0,0,OP217115,36.0,0,1
0,0,USA/AR-CDC-ASC210550129/2022,35.0,0,1
0,0,USA/NE-CDC-ASC210823296/2022,37.0,0,1
0,0,Japan/SZ-NIG-Y220044/2022,24.0,0,1
0,0,Liechtenstein/FL-Risch-20220801R412968/2022,35.0,0,1
0,0,USA/FL-BPHL-6162/2022,37.0,0,1
0,0,BHR/R522690043397/2022,18.0,0,1
0,0,MMR/DSMRC-113/2022,36.0,0,1
0,0,USA/NY-CDC-QDX35483272/2022,17.0,0,1
0,0,USA/MA-Broad-CRSP_6TNB7FQIPX33HIZP/2022,18.0,0,1
0,0,ON929960,36.0,0,1
0,0,USA/OKPHL0019823/2022,32.0,0,1
0,0,PRI/PR-UPRRP-5418/2022,36.0,0,1
